subj,mod,co,standard,stim,block,mod2,stim_letter,standard_letter,ord.st,trial,stim1,stim2,stim1_let,stim2_let,incongruency,visual_real_standard,blur,arm,dot,ownership_question,agency_question,ang_resp,ownership_resp,agency_resp
3,visual,internal,30,20,3,uni,16--23,12--22,2,30,16--23,12--22,20,30,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,internal,30,30,3,uni,2--6,4--11,1,32,4--11,2--6,30,30,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,internal,30,22.5,3,uni,7--19,15--25,1,34,15--25,7--19,30,22.5,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,internal,30,25,3,uni,1--10,17--26,1,36,17--26,1--10,30,25,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,internal,30,35,3,uni,3--8,5--13,1,38,5--13,3--8,30,35,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,internal,30,37.5,3,uni,18--27,14--24,2,40,18--27,14--24,37.5,30,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,internal,30,40,3,uni,20--28,9--21,2,42,20--28,9--21,40,30,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,internal,30,20,4,uni,16--23,4--11,2,44,16--23,4--11,20,30,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,internal,30,22.5,4,uni,7--19,14--24,2,46,7--19,14--24,22.5,30,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,internal,30,25,4,uni,1--10,12--22,1,48,12--22,1--10,30,25,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,internal,30,37.5,4,uni,18--27,15--25,2,50,18--27,15--25,37.5,30,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,internal,30,40,4,uni,20--28,5--13,1,52,5--13,20--28,30,40,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,internal,30,30,4,uni,2--6,9--21,2,54,2--6,9--21,30,30,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,internal,30,35,4,uni,3--8,17--26,2,56,3--8,17--26,35,30,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,internal,30,25,5,uni,1--10,12--22,2,58,1--10,12--22,25,30,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,internal,30,40,5,uni,20--28,15--25,1,60,15--25,20--28,30,40,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,internal,30,37.5,5,uni,18--27,4--11,2,62,18--27,4--11,37.5,30,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,internal,30,22.5,5,uni,7--19,5--13,2,64,7--19,5--13,22.5,30,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,internal,30,35,5,uni,3--8,17--26,1,66,17--26,3--8,30,35,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,internal,30,30,5,uni,2--6,14--24,2,68,2--6,14--24,30,30,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,internal,30,20,5,uni,16--23,9--21,2,70,16--23,9--21,20,30,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,20,1,uni,2--6,4--11,1,1,4--11,2--6,30,20,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,40,1,uni,1--10,17--26,1,3,17--26,1--10,30,40,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,30,1,uni,20--28,9--21,2,5,20--28,9--21,30,30,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,37.5,1,uni,7--19,5--13,1,7,5--13,7--19,30,37.5,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,25,1,uni,18--27,15--25,2,9,18--27,15--25,25,30,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,22.5,1,uni,3--8,14--24,1,11,14--24,3--8,30,22.5,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,35,1,uni,16--23,12--22,2,13,16--23,12--22,35,30,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,35,2,uni,16--23,9--21,1,15,9--21,16--23,30,35,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,40,2,uni,1--10,12--22,2,17,1--10,12--22,40,30,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,30,2,uni,20--28,14--24,1,19,14--24,20--28,30,30,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,20,2,uni,2--6,15--25,1,21,15--25,2--6,30,20,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,22.5,2,uni,3--8,4--11,1,23,4--11,3--8,30,22.5,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,37.5,2,uni,7--19,5--13,2,25,7--19,5--13,37.5,30,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,25,2,uni,18--27,17--26,1,27,17--26,18--27,30,25,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,35,3,uni,16--23,12--22,1,29,12--22,16--23,30,35,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,40,3,uni,1--10,17--26,1,31,17--26,1--10,30,40,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,25,3,uni,18--27,9--21,2,33,18--27,9--21,25,30,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,37.5,3,uni,7--19,14--24,2,35,7--19,14--24,37.5,30,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,22.5,3,uni,3--8,5--13,1,37,5--13,3--8,30,22.5,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,30,3,uni,20--28,4--11,1,39,4--11,20--28,30,30,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,20,3,uni,2--6,15--25,1,41,15--25,2--6,30,20,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,35,4,uni,16--23,12--22,2,43,16--23,12--22,35,30,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,20,4,uni,2--6,15--25,1,45,15--25,2--6,30,20,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,22.5,4,uni,3--8,4--11,2,47,3--8,4--11,22.5,30,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,40,4,uni,1--10,14--24,2,49,1--10,14--24,40,30,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,37.5,4,uni,7--19,9--21,2,51,7--19,9--21,37.5,30,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,25,4,uni,18--27,17--26,2,53,18--27,17--26,25,30,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,30,4,uni,20--28,5--13,1,55,5--13,20--28,30,30,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,30,5,uni,20--28,4--11,1,57,4--11,20--28,30,30,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,20,5,uni,2--6,9--21,1,59,9--21,2--6,30,20,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,37.5,5,uni,7--19,14--24,1,61,14--24,7--19,30,37.5,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,40,5,uni,1--10,17--26,1,63,17--26,1--10,30,40,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,25,5,uni,18--27,15--25,1,65,15--25,18--27,30,25,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,22.5,5,uni,3--8,12--22,1,67,12--22,3--8,30,22.5,0,30,0.8,0,1,0,0,NA,NA,NA
3,visual,external,30,35,5,uni,16--23,5--13,1,69,5--13,16--23,30,35,0,30,0.8,0,1,0,0,NA,NA,NA
