subj,mod,co,standard,stim,block,mod2,stim_letter,standard_letter,ord.st,trial,stim1,stim2,stim1_let,stim2_let,incongruency,visual_real_standard,blur,arm,dot,ownership_question,agency_question,ang_resp,ownership_resp,agency_resp
3,visual,external,30,35,1,uni,16--23,5--13,2,1,16--23,5--13,35,30,0,30,0.8,0,0,0,0,NA,NA,NA
3,visual,external,30,22.5,1,uni,3--8,17--26,2,3,3--8,17--26,22.5,30,0,30,0.8,0,0,0,0,NA,NA,NA
3,visual,external,30,20,1,uni,2--6,14--24,2,5,2--6,14--24,20,30,0,30,0.8,0,0,0,0,NA,NA,NA
3,visual,external,30,37.5,1,uni,7--19,4--11,1,7,4--11,7--19,30,37.5,0,30,0.8,0,0,0,0,NA,NA,NA
3,visual,external,30,40,1,uni,1--10,15--25,1,9,15--25,1--10,30,40,0,30,0.8,0,0,0,0,NA,NA,NA
3,visual,external,30,30,1,uni,20--28,12--22,1,11,12--22,20--28,30,30,0,30,0.8,0,0,0,0,NA,NA,NA
3,visual,external,30,25,1,uni,18--27,9--21,1,13,9--21,18--27,30,25,0,30,0.8,0,0,0,0,NA,NA,NA
3,visual,external,30,20,2,uni,2--6,5--13,1,15,5--13,2--6,30,20,0,30,0.8,0,0,0,0,NA,NA,NA
3,visual,external,30,37.5,2,uni,7--19,14--24,2,17,7--19,14--24,37.5,30,0,30,0.8,0,0,0,0,NA,NA,NA
3,visual,external,30,35,2,uni,16--23,4--11,1,19,4--11,16--23,30,35,0,30,0.8,0,0,0,0,NA,NA,NA
3,visual,external,30,30,2,uni,20--28,15--25,2,21,20--28,15--25,30,30,0,30,0.8,0,0,0,0,NA,NA,NA
3,visual,external,30,22.5,2,uni,3--8,17--26,1,23,17--26,3--8,30,22.5,0,30,0.8,0,0,0,0,NA,NA,NA
3,visual,external,30,25,2,uni,18--27,9--21,1,25,9--21,18--27,30,25,0,30,0.8,0,0,0,0,NA,NA,NA
3,visual,external,30,40,2,uni,1--10,12--22,1,27,12--22,1--10,30,40,0,30,0.8,0,0,0,0,NA,NA,NA
3,visual,external,30,35,3,uni,16--23,17--26,2,29,16--23,17--26,35,30,0,30,0.8,0,0,0,0,NA,NA,NA
3,visual,external,30,22.5,3,uni,3--8,9--21,1,31,9--21,3--8,30,22.5,0,30,0.8,0,0,0,0,NA,NA,NA
3,visual,external,30,20,3,uni,2--6,14--24,2,33,2--6,14--24,20,30,0,30,0.8,0,0,0,0,NA,NA,NA
3,visual,external,30,30,3,uni,20--28,15--25,1,35,15--25,20--28,30,30,0,30,0.8,0,0,0,0,NA,NA,NA
3,visual,external,30,25,3,uni,18--27,12--22,1,37,12--22,18--27,30,25,0,30,0.8,0,0,0,0,NA,NA,NA
3,visual,external,30,40,3,uni,1--10,5--13,1,39,5--13,1--10,30,40,0,30,0.8,0,0,0,0,NA,NA,NA
3,visual,external,30,37.5,3,uni,7--19,4--11,2,41,7--19,4--11,37.5,30,0,30,0.8,0,0,0,0,NA,NA,NA
