subj,mod,co,standard,stim,block,mod2,stim_letter,standard_letter,ord.st,trial,stim1,stim2,stim1_let,stim2_let,incongruency,visual_real_standard,blur,arm,ownership_question,ang_resp,ownership_resp,agency_resp
5,visual,external,30,35,4,uni,1--10,12--22,2,64,1--10,17--26,35,30,0,30,0.8,0,0,NA,NA,NA
5,visual,external,30,30,4,uni,3--8,4--11,2,68,3--8,15--25,30,30,0,30,0.8,0,0,NA,NA,NA
5,visual,external,30,40,4,uni,18--27,9--21,1,70,9--21,18--27,30,40,0,30,0.8,0,0,NA,NA,NA
5,visual,external,30,20,4,uni,2--6,4--11,2,71,2--6,17--26,20,30,0,30,0.8,0,0,NA,NA,NA
5,visual,external,30,25,4,uni,20--28,14--24,1,77,4--11,20--28,30,25,0,30,0.8,0,0,NA,NA,NA
5,visual,external,30,37.5,4,uni,16--23,5--13,2,79,16--23,9--21,37.5,30,0,30,0.8,0,0,NA,NA,NA
5,visual,external,30,22.5,4,uni,7--19,17--26,1,80,5--13,7--19,30,22.5,0,30,0.8,0,0,NA,NA,NA
5,visual,external,30,25,5,uni,20--28,14--24,2,85,20--28,17--26,25,30,0,30,0.8,0,0,NA,NA,NA
5,visual,external,30,40,5,uni,18--27,5--13,2,86,18--27,4--11,40,30,0,30,0.8,0,0,NA,NA,NA
5,visual,external,30,20,5,uni,2--6,4--11,2,92,2--6,14--24,20,30,0,30,0.8,0,0,NA,NA,NA
5,visual,external,30,30,5,uni,3--8,5--13,2,97,3--8,9--21,30,30,0,30,0.8,0,0,NA,NA,NA
5,visual,external,30,37.5,5,uni,16--23,12--22,2,101,16--23,17--26,37.5,30,0,30,0.8,0,0,NA,NA,NA
5,visual,external,30,35,5,uni,1--10,17--26,1,103,14--24,1--10,30,35,0,30,0.8,0,0,NA,NA,NA
5,visual,external,30,22.5,5,uni,7--19,9--21,2,104,7--19,12--22,22.5,30,0,30,0.8,0,0,NA,NA,NA
5,proprio,external,30,25,1,uni,2--6,4--11,1,4,4--11,2--6,30,25,0,30,1,0,0,NA,NA,NA
5,proprio,external,30,35,1,uni,20--28,15--25,1,8,5--13,20--28,30,35,0,30,1,0,0,NA,NA,NA
5,proprio,external,30,30,1,uni,7--19,17--26,2,10,7--19,17--26,30,30,0,30,1,0,0,NA,NA,NA
5,proprio,external,30,20,1,uni,16--23,9--21,2,13,16--23,5--13,20,30,0,30,1,0,0,NA,NA,NA
5,proprio,external,30,37.5,1,uni,3--8,15--25,2,16,3--8,15--25,37.5,30,0,30,1,0,0,NA,NA,NA
5,proprio,external,30,22.5,1,uni,18--27,5--13,2,17,18--27,9--21,22.5,30,0,30,1,0,0,NA,NA,NA
5,proprio,external,30,40,1,uni,1--10,9--21,2,20,1--10,12--22,40,30,0,30,1,0,0,NA,NA,NA
5,proprio,external,30,20,2,uni,16--23,9--21,1,22,14--24,16--23,30,20,0,30,1,0,0,NA,NA,NA
5,proprio,external,30,40,2,uni,1--10,9--21,1,23,9--21,1--10,30,40,0,30,1,0,0,NA,NA,NA
5,proprio,external,30,22.5,2,uni,18--27,15--25,1,28,12--22,18--27,30,22.5,0,30,1,0,0,NA,NA,NA
5,proprio,external,30,37.5,2,uni,3--8,4--11,2,31,3--8,17--26,37.5,30,0,30,1,0,0,NA,NA,NA
5,proprio,external,30,30,2,uni,7--19,15--25,2,37,7--19,12--22,30,30,0,30,1,0,0,NA,NA,NA
5,proprio,external,30,35,2,uni,20--28,14--24,1,40,5--13,20--28,30,35,0,30,1,0,0,NA,NA,NA
5,proprio,external,30,25,2,uni,2--6,14--24,2,41,2--6,15--25,25,30,0,30,1,0,0,NA,NA,NA
5,proprio,external,30,22.5,3,uni,18--27,17--26,2,43,18--27,4--11,22.5,30,0,30,1,0,0,NA,NA,NA
5,proprio,external,30,30,3,uni,7--19,9--21,1,46,17--26,7--19,30,30,0,30,1,0,0,NA,NA,NA
5,proprio,external,30,37.5,3,uni,3--8,14--24,2,49,3--8,14--24,37.5,30,0,30,1,0,0,NA,NA,NA
5,proprio,external,30,25,3,uni,2--6,4--11,2,55,2--6,12--22,25,30,0,30,1,0,0,NA,NA,NA
5,proprio,external,30,35,3,uni,20--28,5--13,2,58,20--28,15--25,35,30,0,30,1,0,0,NA,NA,NA
5,proprio,external,30,20,3,uni,16--23,5--13,2,59,16--23,14--24,20,30,0,30,1,0,0,NA,NA,NA
5,proprio,external,30,40,3,uni,1--10,15--25,1,61,9--21,1--10,30,40,0,30,1,0,0,NA,NA,NA
5,proprio,external,30,37.5,4,uni,3--8,12--22,1,65,14--24,3--8,30,37.5,0,30,1,0,0,NA,NA,NA
5,proprio,external,30,30,4,uni,7--19,9--21,1,67,5--13,7--19,30,30,0,30,1,0,0,NA,NA,NA
5,proprio,external,30,35,4,uni,20--28,14--24,1,73,12--22,20--28,30,35,0,30,1,0,0,NA,NA,NA
5,proprio,external,30,20,4,uni,16--23,17--26,1,74,15--25,16--23,30,20,0,30,1,0,0,NA,NA,NA
5,proprio,external,30,40,4,uni,1--10,15--25,2,76,1--10,12--22,40,30,0,30,1,0,0,NA,NA,NA
5,proprio,external,30,25,4,uni,2--6,15--25,2,82,2--6,14--24,25,30,0,30,1,0,0,NA,NA,NA
5,proprio,external,30,22.5,4,uni,18--27,5--13,2,83,18--27,4--11,22.5,30,0,30,1,0,0,NA,NA,NA
5,proprio,external,30,20,5,uni,16--23,9--21,2,88,16--23,15--25,20,30,0,30,1,0,0,NA,NA,NA
5,proprio,external,30,40,5,uni,1--10,14--24,2,89,1--10,5--13,40,30,0,30,1,0,0,NA,NA,NA
5,proprio,external,30,25,5,uni,2--6,15--25,2,91,2--6,4--11,25,30,0,30,1,0,0,NA,NA,NA
5,proprio,external,30,30,5,uni,7--19,4--11,2,94,7--19,12--22,30,30,0,30,1,0,0,NA,NA,NA
5,proprio,external,30,37.5,5,uni,3--8,12--22,1,95,9--21,3--8,30,37.5,0,30,1,0,0,NA,NA,NA
5,proprio,external,30,35,5,uni,20--28,15--25,2,98,20--28,15--25,35,30,0,30,1,0,0,NA,NA,NA
5,proprio,external,30,22.5,5,uni,18--27,17--26,2,100,18--27,5--13,22.5,30,0,30,1,0,0,NA,NA,NA
5,visual,internal,30,40,1,uni,20--28,9--21,2,3,20--28,17--26,40,30,0,30,0.8,0,0,NA,NA,NA
5,visual,internal,30,30,1,uni,18--27,15--25,1,6,5--13,18--27,30,30,0,30,0.8,0,0,NA,NA,NA
5,visual,internal,30,25,1,uni,16--23,12--22,1,9,4--11,16--23,30,25,0,30,0.8,0,0,NA,NA,NA
5,visual,internal,30,37.5,1,uni,7--19,4--11,1,12,12--22,7--19,30,37.5,0,30,0.8,0,0,NA,NA,NA
5,visual,internal,30,35,1,uni,2--6,17--26,2,15,2--6,9--21,35,30,0,30,0.8,0,0,NA,NA,NA
5,visual,internal,30,20,1,uni,3--8,5--13,2,18,3--8,15--25,20,30,0,30,0.8,0,0,NA,NA,NA
5,visual,internal,30,22.5,1,uni,1--10,14--24,1,21,14--24,1--10,30,22.5,0,30,0.8,0,0,NA,NA,NA
5,visual,internal,30,20,2,uni,3--8,14--24,2,24,3--8,17--26,20,30,0,30,0.8,0,0,NA,NA,NA
5,visual,internal,30,40,2,uni,20--28,5--13,2,27,20--28,5--13,40,30,0,30,0.8,0,0,NA,NA,NA
5,visual,internal,30,22.5,2,uni,1--10,15--25,1,30,9--21,1--10,30,22.5,0,30,0.8,0,0,NA,NA,NA
5,visual,internal,30,25,2,uni,16--23,9--21,1,33,4--11,16--23,30,25,0,30,0.8,0,0,NA,NA,NA
5,visual,internal,30,35,2,uni,2--6,12--22,2,36,2--6,12--22,35,30,0,30,0.8,0,0,NA,NA,NA
5,visual,internal,30,30,2,uni,18--27,4--11,1,39,14--24,18--27,30,30,0,30,0.8,0,0,NA,NA,NA
5,visual,internal,30,37.5,2,uni,7--19,17--26,2,42,7--19,15--25,37.5,30,0,30,0.8,0,0,NA,NA,NA
5,visual,internal,30,30,3,uni,18--27,12--22,1,45,17--26,18--27,30,30,0,30,0.8,0,0,NA,NA,NA
5,visual,internal,30,20,3,uni,3--8,5--13,2,48,3--8,5--13,20,30,0,30,0.8,0,0,NA,NA,NA
5,visual,internal,30,25,3,uni,16--23,17--26,2,51,16--23,4--11,25,30,0,30,0.8,0,0,NA,NA,NA
5,visual,internal,30,35,3,uni,2--6,15--25,2,54,2--6,9--21,35,30,0,30,0.8,0,0,NA,NA,NA
5,visual,internal,30,40,3,uni,20--28,4--11,1,57,15--25,20--28,30,40,0,30,0.8,0,0,NA,NA,NA
5,visual,internal,30,37.5,3,uni,7--19,14--24,2,60,7--19,12--22,37.5,30,0,30,0.8,0,0,NA,NA,NA
5,visual,internal,30,22.5,3,uni,1--10,9--21,2,63,1--10,14--24,22.5,30,0,30,0.8,0,0,NA,NA,NA
5,visual,internal,30,30,4,uni,18--27,15--25,2,66,18--27,15--25,30,30,0,30,0.8,0,0,NA,NA,NA
5,visual,internal,30,40,4,uni,20--28,4--11,2,69,20--28,17--26,40,30,0,30,0.8,0,0,NA,NA,NA
5,visual,internal,30,37.5,4,uni,7--19,5--13,1,72,12--22,7--19,30,37.5,0,30,0.8,0,0,NA,NA,NA
5,visual,internal,30,22.5,4,uni,1--10,12--22,1,75,14--24,1--10,30,22.5,0,30,0.8,0,0,NA,NA,NA
5,visual,internal,30,25,4,uni,16--23,9--21,1,78,5--13,16--23,30,25,0,30,0.8,0,0,NA,NA,NA
5,visual,internal,30,20,4,uni,3--8,14--24,1,81,9--21,3--8,30,20,0,30,0.8,0,0,NA,NA,NA
5,visual,internal,30,35,4,uni,2--6,17--26,2,84,2--6,4--11,35,30,0,30,0.8,0,0,NA,NA,NA
5,visual,internal,30,35,5,uni,2--6,12--22,1,87,12--22,2--6,30,35,0,30,0.8,0,0,NA,NA,NA
5,visual,internal,30,22.5,5,uni,1--10,17--26,2,90,1--10,17--26,22.5,30,0,30,0.8,0,0,NA,NA,NA
5,visual,internal,30,37.5,5,uni,7--19,15--25,1,93,5--13,7--19,30,37.5,0,30,0.8,0,0,NA,NA,NA
5,visual,internal,30,25,5,uni,16--23,4--11,2,96,16--23,4--11,25,30,0,30,0.8,0,0,NA,NA,NA
5,visual,internal,30,40,5,uni,20--28,9--21,2,99,20--28,15--25,40,30,0,30,0.8,0,0,NA,NA,NA
5,visual,internal,30,20,5,uni,3--8,14--24,2,102,3--8,14--24,20,30,0,30,0.8,0,0,NA,NA,NA
5,visual,internal,30,30,5,uni,18--27,5--13,2,105,18--27,9--21,30,30,0,30,0.8,0,0,NA,NA,NA
5,none,external,30,37.5,1,none,7--19,9--21,1,1,9--21,7--19,30,37.5,0,30,0.8,0,1,NA,NA,NA
5,none,external,30,35,1,none,16--23,15--25,1,3,15--25,16--23,30,35,0,30,0.8,0,1,NA,NA,NA
5,none,external,30,20,1,none,2--6,17--26,2,5,2--6,17--26,20,30,0,30,0.8,0,1,NA,NA,NA
5,none,external,30,22.5,1,none,3--8,12--22,1,7,12--22,3--8,30,22.5,0,30,0.8,0,1,NA,NA,NA
5,none,external,30,40,1,none,1--10,5--13,2,9,1--10,5--13,40,30,0,30,0.8,0,1,NA,NA,NA
5,none,external,30,30,1,none,20--28,4--11,1,11,4--11,20--28,30,30,0,30,0.8,0,1,NA,NA,NA
5,none,external,30,25,1,none,18--27,14--24,1,13,14--24,18--27,30,25,0,30,0.8,0,1,NA,NA,NA
5,none,internal,30,22.5,1,none,7--19,9--21,1,2,9--21,7--19,30,22.5,0,30,0.8,0,1,NA,NA,NA
5,none,internal,30,37.5,1,none,18--27,14--24,2,4,18--27,14--24,37.5,30,0,30,0.8,0,1,NA,NA,NA
5,none,internal,30,25,1,none,1--10,5--13,2,6,1--10,5--13,25,30,0,30,0.8,0,1,NA,NA,NA
5,none,internal,30,35,1,none,3--8,12--22,2,8,3--8,12--22,35,30,0,30,0.8,0,1,NA,NA,NA
5,none,internal,30,40,1,none,20--28,4--11,2,10,20--28,4--11,40,30,0,30,0.8,0,1,NA,NA,NA
5,none,internal,30,20,1,none,16--23,15--25,1,12,15--25,16--23,30,20,0,30,0.8,0,1,NA,NA,NA
5,none,internal,30,30,1,none,2--6,17--26,1,14,17--26,2--6,30,30,0,30,0.8,0,1,NA,NA,NA
5,none,internal,30,22.5,1,none,7--19,9--21,1,2,9--21,7--19,30,22.5,0,30,0.8,1,1,NA,NA,NA
5,none,internal,30,25,1,none,1--10,5--13,1,4,5--13,1--10,30,25,0,30,0.8,1,1,NA,NA,NA
5,none,internal,30,30,1,none,2--6,17--26,2,6,2--6,17--26,30,30,0,30,0.8,1,1,NA,NA,NA
5,none,internal,30,40,1,none,20--28,4--11,2,8,20--28,4--11,40,30,0,30,0.8,1,1,NA,NA,NA
5,none,internal,30,35,1,none,3--8,12--22,2,10,3--8,12--22,35,30,0,30,0.8,1,1,NA,NA,NA
5,none,internal,30,37.5,1,none,18--27,14--24,1,12,14--24,18--27,30,37.5,0,30,0.8,1,1,NA,NA,NA
5,none,internal,30,20,1,none,16--23,15--25,2,14,16--23,15--25,20,30,0,30,0.8,1,1,NA,NA,NA
5,none,external,30,35,1,none,16--23,15--25,1,1,15--25,16--23,30,35,0,30,0.8,1,1,NA,NA,NA
5,none,external,30,25,1,none,18--27,14--24,1,3,14--24,18--27,30,25,0,30,0.8,1,1,NA,NA,NA
5,none,external,30,40,1,none,1--10,5--13,2,5,1--10,5--13,40,30,0,30,0.8,1,1,NA,NA,NA
5,none,external,30,37.5,1,none,7--19,9--21,2,7,7--19,9--21,37.5,30,0,30,0.8,1,1,NA,NA,NA
5,none,external,30,20,1,none,2--6,17--26,1,9,17--26,2--6,30,20,0,30,0.8,1,1,NA,NA,NA
5,none,external,30,30,1,none,20--28,4--11,1,11,4--11,20--28,30,30,0,30,0.8,1,1,NA,NA,NA
5,none,external,30,22.5,1,none,3--8,12--22,1,13,12--22,3--8,30,22.5,0,30,0.8,1,1,NA,NA,NA
