subj,mod,co,standard,stim,block,mod2,stim_letter,standard_letter,ord.st,trial,stim1,stim2,stim1_let,stim2_let,incongruency,visual_real_standard,blur,arm,ownership_question,ang_resp,ownership_resp,agency_resp
1,visual,internal,30,37.5,1,uni,7--19,17--26,1,9,14--24,7--19,30,37.5,0,30,0.8,0,0,NA,NA,NA
1,visual,internal,30,22.5,1,uni,1--10,14--24,2,12,1--10,9--21,22.5,30,0,30,0.8,0,0,NA,NA,NA
1,visual,internal,30,35,1,uni,2--6,4--11,1,15,4--11,2--6,30,35,0,30,0.8,0,0,NA,NA,NA
1,visual,internal,30,20,1,uni,3--8,9--21,2,18,3--8,15--25,20,30,0,30,0.8,0,0,NA,NA,NA
1,visual,internal,30,30,1,uni,18--27,5--13,2,21,18--27,17--26,30,30,0,30,0.8,0,0,NA,NA,NA
1,visual,internal,30,37.5,2,uni,7--19,14--24,1,24,12--22,7--19,30,37.5,0,30,0.8,0,0,NA,NA,NA
1,visual,internal,30,22.5,2,uni,1--10,9--21,2,27,1--10,4--11,22.5,30,0,30,0.8,0,0,NA,NA,NA
1,visual,internal,30,25,2,uni,16--23,12--22,1,30,14--24,16--23,30,25,0,30,0.8,0,0,NA,NA,NA
1,visual,internal,30,40,2,uni,20--28,5--13,2,33,20--28,17--26,40,30,0,30,0.8,0,0,NA,NA,NA
1,visual,internal,30,35,2,uni,2--6,17--26,1,36,5--13,2--6,30,35,0,30,0.8,0,0,NA,NA,NA
1,visual,internal,30,30,2,uni,18--27,15--25,1,39,9--21,18--27,30,30,0,30,0.8,0,0,NA,NA,NA
1,visual,internal,30,20,2,uni,3--8,4--11,2,42,3--8,15--25,20,30,0,30,0.8,0,0,NA,NA,NA
1,visual,internal,30,35,3,uni,2--6,15--25,2,45,2--6,12--22,35,30,0,30,0.8,0,0,NA,NA,NA
1,visual,internal,30,37.5,3,uni,7--19,5--13,2,48,7--19,14--24,37.5,30,0,30,0.8,0,0,NA,NA,NA
1,visual,internal,30,30,3,uni,18--27,14--24,2,51,18--27,9--21,30,30,0,30,0.8,0,0,NA,NA,NA
1,visual,internal,30,22.5,3,uni,1--10,4--11,2,54,1--10,5--13,22.5,30,0,30,0.8,0,0,NA,NA,NA
1,visual,internal,30,40,3,uni,20--28,12--22,2,57,20--28,4--11,40,30,0,30,0.8,0,0,NA,NA,NA
1,visual,internal,30,25,3,uni,16--23,17--26,1,60,17--26,16--23,30,25,0,30,0.8,0,0,NA,NA,NA
1,visual,internal,30,20,3,uni,3--8,9--21,1,63,15--25,3--8,30,20,0,30,0.8,0,0,NA,NA,NA
1,visual,internal,30,22.5,4,uni,1--10,5--13,1,66,5--13,1--10,30,22.5,0,30,0.8,0,0,NA,NA,NA
1,visual,internal,30,25,4,uni,16--23,12--22,2,69,16--23,4--11,25,30,0,30,0.8,0,0,NA,NA,NA
1,visual,internal,30,37.5,4,uni,7--19,17--26,1,72,9--21,7--19,30,37.5,0,30,0.8,0,0,NA,NA,NA
1,visual,internal,30,40,4,uni,20--28,4--11,1,75,14--24,20--28,30,40,0,30,0.8,0,0,NA,NA,NA
1,visual,internal,30,35,4,uni,2--6,14--24,1,78,17--26,2--6,30,35,0,30,0.8,0,0,NA,NA,NA
1,visual,internal,30,30,4,uni,18--27,15--25,1,81,12--22,18--27,30,30,0,30,0.8,0,0,NA,NA,NA
1,visual,internal,30,20,4,uni,3--8,9--21,2,84,3--8,15--25,20,30,0,30,0.8,0,0,NA,NA,NA
1,visual,internal,30,40,5,uni,20--28,4--11,2,87,20--28,5--13,40,30,0,30,0.8,0,0,NA,NA,NA
1,visual,internal,30,25,5,uni,16--23,5--13,1,90,12--22,16--23,30,25,0,30,0.8,0,0,NA,NA,NA
1,visual,internal,30,20,5,uni,3--8,14--24,2,93,3--8,4--11,20,30,0,30,0.8,0,0,NA,NA,NA
1,visual,internal,30,37.5,5,uni,7--19,12--22,1,96,17--26,7--19,30,37.5,0,30,0.8,0,0,NA,NA,NA
1,visual,internal,30,35,5,uni,2--6,17--26,2,99,2--6,14--24,35,30,0,30,0.8,0,0,NA,NA,NA
1,visual,internal,30,30,5,uni,18--27,9--21,2,102,18--27,9--21,30,30,0,30,0.8,0,0,NA,NA,NA
1,visual,internal,30,22.5,5,uni,1--10,15--25,1,105,15--25,1--10,30,22.5,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,30,1,uni,3--8,4--11,1,4,14--24,3--8,30,30,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,37.5,1,uni,16--23,5--13,2,5,16--23,9--21,37.5,30,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,25,1,uni,20--28,17--26,2,8,20--28,9--21,25,30,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,35,1,uni,1--10,14--24,2,14,1--10,4--11,35,30,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,22.5,1,uni,7--19,12--22,2,16,7--19,12--22,22.5,30,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,20,1,uni,2--6,17--26,2,19,2--6,5--13,20,30,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,40,1,uni,18--27,15--25,2,20,18--27,5--13,40,30,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,40,2,uni,18--27,5--13,1,23,4--11,18--27,30,40,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,20,2,uni,2--6,4--11,2,26,2--6,15--25,20,30,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,37.5,2,uni,16--23,5--13,2,28,16--23,5--13,37.5,30,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,30,2,uni,3--8,15--25,1,29,17--26,3--8,30,30,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,22.5,2,uni,7--19,17--26,2,34,7--19,15--25,22.5,30,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,25,2,uni,20--28,14--24,2,37,20--28,17--26,25,30,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,35,2,uni,1--10,9--21,1,38,14--24,1--10,30,35,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,40,3,uni,18--27,5--13,1,44,9--21,18--27,30,40,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,20,3,uni,2--6,4--11,1,46,4--11,2--6,30,20,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,37.5,3,uni,16--23,9--21,1,47,14--24,16--23,30,37.5,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,35,3,uni,1--10,12--22,1,49,14--24,1--10,30,35,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,30,3,uni,3--8,4--11,1,53,15--25,3--8,30,30,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,25,3,uni,20--28,14--24,2,61,20--28,5--13,25,30,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,22.5,3,uni,7--19,15--25,2,62,7--19,4--11,22.5,30,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,40,4,uni,18--27,12--22,1,65,4--11,18--27,30,40,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,25,4,uni,20--28,9--21,1,71,5--13,20--28,30,25,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,37.5,4,uni,16--23,12--22,2,74,16--23,15--25,37.5,30,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,30,4,uni,3--8,17--26,2,77,3--8,17--26,30,30,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,22.5,4,uni,7--19,14--24,2,79,7--19,15--25,22.5,30,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,35,4,uni,1--10,9--21,2,82,1--10,14--24,35,30,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,20,4,uni,2--6,14--24,2,83,2--6,12--22,20,30,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,37.5,5,uni,16--23,4--11,2,85,16--23,5--13,37.5,30,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,40,5,uni,18--27,5--13,2,86,18--27,15--25,40,30,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,20,5,uni,2--6,17--26,1,89,9--21,2--6,30,20,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,22.5,5,uni,7--19,12--22,1,95,12--22,7--19,30,22.5,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,35,5,uni,1--10,14--24,1,97,9--21,1--10,30,35,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,25,5,uni,20--28,12--22,2,101,20--28,4--11,25,30,0,30,0.8,0,0,NA,NA,NA
1,visual,external,30,30,5,uni,3--8,15--25,2,103,3--8,14--24,30,30,0,30,0.8,0,0,NA,NA,NA
1,none,internal,30,35,1,none,3--8,12--22,1,2,12--22,3--8,30,35,0,30,0.8,0,1,NA,NA,NA
1,none,internal,30,40,1,none,20--28,4--11,2,4,20--28,4--11,40,30,0,30,0.8,0,1,NA,NA,NA
1,none,internal,30,30,1,none,2--6,17--26,2,6,2--6,17--26,30,30,0,30,0.8,0,1,NA,NA,NA
1,none,internal,30,20,1,none,16--23,15--25,2,8,16--23,15--25,20,30,0,30,0.8,0,1,NA,NA,NA
1,none,internal,30,37.5,1,none,18--27,14--24,2,10,18--27,14--24,37.5,30,0,30,0.8,0,1,NA,NA,NA
1,none,internal,30,25,1,none,1--10,5--13,1,12,5--13,1--10,30,25,0,30,0.8,0,1,NA,NA,NA
1,none,internal,30,22.5,1,none,7--19,9--21,1,14,9--21,7--19,30,22.5,0,30,0.8,0,1,NA,NA,NA
1,none,external,30,25,1,none,18--27,14--24,1,1,14--24,18--27,30,25,0,30,0.8,0,1,NA,NA,NA
1,none,external,30,40,1,none,1--10,5--13,2,3,1--10,5--13,40,30,0,30,0.8,0,1,NA,NA,NA
1,none,external,30,20,1,none,2--6,17--26,1,5,17--26,2--6,30,20,0,30,0.8,0,1,NA,NA,NA
1,none,external,30,37.5,1,none,7--19,9--21,1,7,9--21,7--19,30,37.5,0,30,0.8,0,1,NA,NA,NA
1,none,external,30,35,1,none,16--23,15--25,1,9,15--25,16--23,30,35,0,30,0.8,0,1,NA,NA,NA
1,none,external,30,30,1,none,20--28,4--11,1,11,4--11,20--28,30,30,0,30,0.8,0,1,NA,NA,NA
1,none,external,30,22.5,1,none,3--8,12--22,2,13,3--8,12--22,22.5,30,0,30,0.8,0,1,NA,NA,NA
1,none,external,30,22.5,1,none,3--8,12--22,2,1,3--8,12--22,22.5,30,0,30,0.8,1,1,NA,NA,NA
1,none,external,30,25,1,none,18--27,14--24,1,3,14--24,18--27,30,25,0,30,0.8,1,1,NA,NA,NA
1,none,external,30,40,1,none,1--10,5--13,1,5,5--13,1--10,30,40,0,30,0.8,1,1,NA,NA,NA
1,none,external,30,35,1,none,16--23,15--25,1,7,15--25,16--23,30,35,0,30,0.8,1,1,NA,NA,NA
1,none,external,30,20,1,none,2--6,17--26,2,9,2--6,17--26,20,30,0,30,0.8,1,1,NA,NA,NA
1,none,external,30,37.5,1,none,7--19,9--21,1,11,9--21,7--19,30,37.5,0,30,0.8,1,1,NA,NA,NA
1,none,external,30,30,1,none,20--28,4--11,2,13,20--28,4--11,30,30,0,30,0.8,1,1,NA,NA,NA
1,none,internal,30,22.5,1,none,7--19,9--21,2,2,7--19,9--21,22.5,30,0,30,0.8,1,1,NA,NA,NA
1,none,internal,30,40,1,none,20--28,4--11,1,4,4--11,20--28,30,40,0,30,0.8,1,1,NA,NA,NA
1,none,internal,30,35,1,none,3--8,12--22,1,6,12--22,3--8,30,35,0,30,0.8,1,1,NA,NA,NA
1,none,internal,30,25,1,none,1--10,5--13,2,8,1--10,5--13,25,30,0,30,0.8,1,1,NA,NA,NA
1,none,internal,30,30,1,none,2--6,17--26,1,10,17--26,2--6,30,30,0,30,0.8,1,1,NA,NA,NA
1,none,internal,30,20,1,none,16--23,15--25,2,12,16--23,15--25,20,30,0,30,0.8,1,1,NA,NA,NA
1,none,internal,30,37.5,1,none,18--27,14--24,1,14,14--24,18--27,30,37.5,0,30,0.8,1,1,NA,NA,NA
