subj,mod,co,standard,stim,block,mod2,stim_letter,standard_letter,ord.st,trial,stim1,stim2,stim1_let,stim2_let,incongruency,visual_real_standard,blur,arm,dot,ownership_question,agency_question,ang_resp,ownership_resp,agency_resp
2,visual,external,30,40,3,uni,1--10,12--22,2,33,1--10,12--22,40,30,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,external,30,25,3,uni,18--27,14--24,1,35,14--24,18--27,30,25,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,external,30,37.5,3,uni,7--19,4--11,1,37,4--11,7--19,30,37.5,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,external,30,20,3,uni,2--6,5--13,2,39,2--6,5--13,20,30,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,external,30,30,3,uni,20--28,17--26,1,41,17--26,20--28,30,30,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,external,30,20,4,uni,2--6,15--25,1,43,15--25,2--6,30,20,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,external,30,40,4,uni,1--10,17--26,2,45,1--10,17--26,40,30,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,external,30,30,4,uni,20--28,9--21,1,47,9--21,20--28,30,30,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,external,30,25,4,uni,18--27,5--13,1,49,5--13,18--27,30,25,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,external,30,37.5,4,uni,7--19,14--24,2,51,7--19,14--24,37.5,30,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,external,30,22.5,4,uni,3--8,4--11,1,53,4--11,3--8,30,22.5,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,external,30,35,4,uni,16--23,12--22,1,55,12--22,16--23,30,35,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,external,30,30,5,uni,20--28,12--22,2,57,20--28,12--22,30,30,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,external,30,35,5,uni,16--23,14--24,1,59,14--24,16--23,30,35,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,external,30,40,5,uni,1--10,17--26,2,61,1--10,17--26,40,30,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,external,30,22.5,5,uni,3--8,5--13,2,63,3--8,5--13,22.5,30,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,external,30,37.5,5,uni,7--19,4--11,2,65,7--19,4--11,37.5,30,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,external,30,25,5,uni,18--27,9--21,1,67,9--21,18--27,30,25,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,external,30,20,5,uni,2--6,15--25,1,69,15--25,2--6,30,20,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,20,1,uni,16--23,17--26,1,2,17--26,16--23,30,20,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,22.5,1,uni,7--19,4--11,1,4,4--11,7--19,30,22.5,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,30,1,uni,2--6,15--25,1,6,15--25,2--6,30,30,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,35,1,uni,3--8,12--22,2,8,3--8,12--22,35,30,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,40,1,uni,20--28,5--13,2,10,20--28,5--13,40,30,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,37.5,1,uni,18--27,9--21,1,12,9--21,18--27,30,37.5,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,25,1,uni,1--10,14--24,2,14,1--10,14--24,25,30,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,37.5,2,uni,18--27,9--21,1,16,9--21,18--27,30,37.5,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,22.5,2,uni,7--19,5--13,2,18,7--19,5--13,22.5,30,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,25,2,uni,1--10,4--11,1,20,4--11,1--10,30,25,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,20,2,uni,16--23,12--22,2,22,16--23,12--22,20,30,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,35,2,uni,3--8,14--24,1,24,14--24,3--8,30,35,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,30,2,uni,2--6,15--25,2,26,2--6,15--25,30,30,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,40,2,uni,20--28,17--26,1,28,17--26,20--28,30,40,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,35,3,uni,3--8,5--13,1,30,5--13,3--8,30,35,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,37.5,3,uni,18--27,9--21,1,32,9--21,18--27,30,37.5,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,25,3,uni,1--10,17--26,2,34,1--10,17--26,25,30,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,30,3,uni,2--6,15--25,1,36,15--25,2--6,30,30,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,20,3,uni,16--23,4--11,2,38,16--23,4--11,20,30,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,22.5,3,uni,7--19,12--22,2,40,7--19,12--22,22.5,30,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,40,3,uni,20--28,14--24,2,42,20--28,14--24,40,30,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,22.5,4,uni,7--19,9--21,2,44,7--19,9--21,22.5,30,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,37.5,4,uni,18--27,4--11,1,46,4--11,18--27,30,37.5,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,20,4,uni,16--23,12--22,1,48,12--22,16--23,30,20,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,40,4,uni,20--28,5--13,1,50,5--13,20--28,30,40,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,30,4,uni,2--6,14--24,2,52,2--6,14--24,30,30,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,25,4,uni,1--10,17--26,1,54,17--26,1--10,30,25,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,35,4,uni,3--8,15--25,1,56,15--25,3--8,30,35,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,25,5,uni,1--10,17--26,2,58,1--10,17--26,25,30,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,22.5,5,uni,7--19,9--21,2,60,7--19,9--21,22.5,30,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,35,5,uni,3--8,12--22,1,62,12--22,3--8,30,35,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,30,5,uni,2--6,4--11,1,64,4--11,2--6,30,30,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,40,5,uni,20--28,15--25,2,66,20--28,15--25,40,30,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,20,5,uni,16--23,5--13,1,68,5--13,16--23,30,20,0,30,0.8,0,1,0,0,NA,NA,NA
2,visual,internal,30,37.5,5,uni,18--27,14--24,2,70,18--27,14--24,37.5,30,0,30,0.8,0,1,0,0,NA,NA,NA
