subj,mod,co,standard,stim,block,mod2,stim_letter,standard_letter,ord.st,trial,stim1,stim2,stim1_let,stim2_let,incongruency,visual_real_standard,blur,arm,dot,ownership_question,agency_question,ang_resp,ownership_resp,agency_resp
4,visual,internal,30,30,1,uni,2--6,14--24,2,2,2--6,14--24,30,30,0,30,0.8,0,1,0,0,NA,NA,NA
4,visual,internal,30,25,1,uni,1--10,9--21,2,4,1--10,9--21,25,30,0,30,0.8,0,1,0,0,NA,NA,NA
4,visual,internal,30,35,1,uni,3--8,5--13,1,6,5--13,3--8,30,35,0,30,0.8,0,1,0,0,NA,NA,NA
4,visual,internal,30,22.5,1,uni,7--19,15--25,1,8,15--25,7--19,30,22.5,0,30,0.8,0,1,0,0,NA,NA,NA
4,visual,internal,30,40,1,uni,20--28,17--26,2,10,20--28,17--26,40,30,0,30,0.8,0,1,0,0,NA,NA,NA
4,visual,internal,30,20,1,uni,16--23,4--11,1,12,4--11,16--23,30,20,0,30,0.8,0,1,0,0,NA,NA,NA
4,visual,internal,30,37.5,1,uni,18--27,12--22,1,14,12--22,18--27,30,37.5,0,30,0.8,0,1,0,0,NA,NA,NA
4,visual,internal,30,25,2,uni,1--10,14--24,1,16,14--24,1--10,30,25,0,30,0.8,0,1,0,0,NA,NA,NA
4,visual,internal,30,30,2,uni,2--6,4--11,1,18,4--11,2--6,30,30,0,30,0.8,0,1,0,0,NA,NA,NA
4,visual,internal,30,40,2,uni,20--28,17--26,2,20,20--28,17--26,40,30,0,30,0.8,0,1,0,0,NA,NA,NA
4,visual,internal,30,20,2,uni,16--23,15--25,2,22,16--23,15--25,20,30,0,30,0.8,0,1,0,0,NA,NA,NA
4,visual,internal,30,35,2,uni,3--8,5--13,1,24,5--13,3--8,30,35,0,30,0.8,0,1,0,0,NA,NA,NA
4,visual,internal,30,37.5,2,uni,18--27,9--21,2,26,18--27,9--21,37.5,30,0,30,0.8,0,1,0,0,NA,NA,NA
4,visual,internal,30,22.5,2,uni,7--19,12--22,2,28,7--19,12--22,22.5,30,0,30,0.8,0,1,0,0,NA,NA,NA
4,visual,internal,30,37.5,3,uni,18--27,9--21,1,30,9--21,18--27,30,37.5,0,30,0.8,0,1,0,0,NA,NA,NA
4,visual,internal,30,35,3,uni,3--8,17--26,2,32,3--8,17--26,35,30,0,30,0.8,0,1,0,0,NA,NA,NA
4,visual,internal,30,20,3,uni,16--23,12--22,2,34,16--23,12--22,20,30,0,30,0.8,0,1,0,0,NA,NA,NA
4,visual,internal,30,30,3,uni,2--6,4--11,2,36,2--6,4--11,30,30,0,30,0.8,0,1,0,0,NA,NA,NA
4,visual,internal,30,40,3,uni,20--28,5--13,1,38,5--13,20--28,30,40,0,30,0.8,0,1,0,0,NA,NA,NA
4,visual,internal,30,22.5,3,uni,7--19,14--24,2,40,7--19,14--24,22.5,30,0,30,0.8,0,1,0,0,NA,NA,NA
4,visual,internal,30,25,3,uni,1--10,15--25,2,42,1--10,15--25,25,30,0,30,0.8,0,1,0,0,NA,NA,NA
4,visual,internal,30,22.5,4,uni,7--19,14--24,1,44,14--24,7--19,30,22.5,0,30,0.8,0,1,0,0,NA,NA,NA
4,visual,internal,30,30,4,uni,2--6,15--25,1,46,15--25,2--6,30,30,0,30,0.8,0,1,0,0,NA,NA,NA
4,visual,internal,30,25,4,uni,1--10,5--13,2,48,1--10,5--13,25,30,0,30,0.8,0,1,0,0,NA,NA,NA
4,visual,internal,30,35,4,uni,3--8,9--21,1,50,9--21,3--8,30,35,0,30,0.8,0,1,0,0,NA,NA,NA
4,visual,internal,30,20,4,uni,16--23,4--11,2,52,16--23,4--11,20,30,0,30,0.8,0,1,0,0,NA,NA,NA
4,visual,internal,30,40,4,uni,20--28,17--26,1,54,17--26,20--28,30,40,0,30,0.8,0,1,0,0,NA,NA,NA
4,visual,internal,30,37.5,4,uni,18--27,12--22,1,56,12--22,18--27,30,37.5,0,30,0.8,0,1,0,0,NA,NA,NA
4,visual,internal,30,37.5,5,uni,18--27,12--22,2,58,18--27,12--22,37.5,30,0,30,0.8,0,1,0,0,NA,NA,NA
4,visual,internal,30,22.5,5,uni,7--19,5--13,1,60,5--13,7--19,30,22.5,0,30,0.8,0,1,0,0,NA,NA,NA
4,visual,internal,30,40,5,uni,20--28,14--24,2,62,20--28,14--24,40,30,0,30,0.8,0,1,0,0,NA,NA,NA
4,visual,internal,30,20,5,uni,16--23,17--26,1,64,17--26,16--23,30,20,0,30,0.8,0,1,0,0,NA,NA,NA
4,visual,internal,30,30,5,uni,2--6,15--25,1,66,15--25,2--6,30,30,0,30,0.8,0,1,0,0,NA,NA,NA
4,visual,internal,30,25,5,uni,1--10,9--21,1,68,9--21,1--10,30,25,0,30,0.8,0,1,0,0,NA,NA,NA
4,visual,internal,30,35,5,uni,3--8,4--11,2,70,3--8,4--11,35,30,0,30,0.8,0,1,0,0,NA,NA,NA
