subj,mod,co,standard,stim,block,mod2,stim_letter,standard_letter,ord.st,trial,stim1,stim2,stim1_let,stim2_let,incongruency,visual_real_standard,blur,arm,dot,ownership_question,agency_question,ang_resp,ownership_resp,agency_resp
4,visual,external,30,20,1,uni,2--6,12--22,2,1,2--6,12--22,20,30,0,30,0.4,0,0,0,0,NA,NA,NA
4,visual,external,30,30,1,uni,3--8,14--24,2,2,3--8,14--24,30,30,0,30,0.4,0,0,0,0,NA,NA,NA
4,visual,external,30,35,1,uni,1--10,15--25,1,5,15--25,1--10,30,35,0,30,0.4,0,0,0,0,NA,NA,NA
4,visual,external,30,22.5,1,uni,7--19,15--25,1,8,15--25,7--19,30,22.5,0,30,0.4,0,0,0,0,NA,NA,NA
4,visual,external,30,40,1,uni,18--27,4--11,1,11,4--11,18--27,30,40,0,30,0.4,0,0,0,0,NA,NA,NA
4,visual,external,30,25,1,uni,20--28,12--22,2,14,20--28,12--22,25,30,0,30,0.4,0,0,0,0,NA,NA,NA
4,visual,external,30,37.5,1,uni,16--23,17--26,2,19,16--23,17--26,37.5,30,0,30,0.4,0,0,0,0,NA,NA,NA
4,visual,external,30,35,2,uni,1--10,5--13,2,23,1--10,5--13,35,30,0,30,0.4,0,0,0,0,NA,NA,NA
4,visual,external,30,40,2,uni,18--27,17--26,1,25,17--26,18--27,30,40,0,30,0.4,0,0,0,0,NA,NA,NA
4,visual,external,30,25,2,uni,20--28,4--11,2,34,20--28,4--11,25,30,0,30,0.4,0,0,0,0,NA,NA,NA
4,visual,external,30,22.5,2,uni,7--19,9--21,1,35,9--21,7--19,30,22.5,0,30,0.4,0,0,0,0,NA,NA,NA
4,visual,external,30,20,2,uni,2--6,9--21,1,38,9--21,2--6,30,20,0,30,0.4,0,0,0,0,NA,NA,NA
4,visual,external,30,37.5,2,uni,16--23,4--11,2,40,16--23,4--11,37.5,30,0,30,0.4,0,0,0,0,NA,NA,NA
4,visual,external,30,30,2,uni,3--8,5--13,1,41,5--13,3--8,30,30,0,30,0.4,0,0,0,0,NA,NA,NA
4,visual,external,30,40,3,uni,18--27,4--11,2,44,18--27,4--11,40,30,0,30,0.4,0,0,0,0,NA,NA,NA
