subj,mod,co,standard,stim,block,mod2,stim_letter,standard_letter,ord.st,trial,stim1,stim2,stim1_let,stim2_let,incongruency,visual_real_standard,blur,arm,dot,ownership_question,agency_question,ang_resp,ownership_resp,agency_resp
5,visual,external,30,37.5,1,uni,7--19,12--22,2,1,7--19,12--22,37.5,30,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,external,30,40,1,uni,1--10,9--21,2,3,1--10,9--21,40,30,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,external,30,30,1,uni,20--28,14--24,2,5,20--28,14--24,30,30,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,external,30,22.5,1,uni,3--8,17--26,2,7,3--8,17--26,22.5,30,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,external,30,20,1,uni,2--6,4--11,2,9,2--6,4--11,20,30,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,external,30,25,1,uni,18--27,5--13,1,11,5--13,18--27,30,25,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,external,30,35,1,uni,16--23,15--25,2,13,16--23,15--25,35,30,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,external,30,40,2,uni,1--10,4--11,1,15,4--11,1--10,30,40,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,external,30,30,2,uni,20--28,12--22,1,17,12--22,20--28,30,30,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,external,30,22.5,2,uni,3--8,5--13,2,19,3--8,5--13,22.5,30,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,external,30,20,2,uni,2--6,17--26,1,21,17--26,2--6,30,20,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,external,30,25,2,uni,18--27,14--24,1,23,14--24,18--27,30,25,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,external,30,35,2,uni,16--23,9--21,1,25,9--21,16--23,30,35,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,external,30,37.5,2,uni,7--19,15--25,1,27,15--25,7--19,30,37.5,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,external,30,20,3,uni,2--6,14--24,1,29,14--24,2--6,30,20,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,external,30,22.5,3,uni,3--8,17--26,1,31,17--26,3--8,30,22.5,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,external,30,25,3,uni,18--27,12--22,2,33,18--27,12--22,25,30,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,external,30,40,3,uni,1--10,15--25,1,35,15--25,1--10,30,40,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,external,30,37.5,3,uni,7--19,5--13,2,37,7--19,5--13,37.5,30,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,external,30,30,3,uni,20--28,4--11,2,39,20--28,4--11,30,30,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,external,30,35,3,uni,16--23,9--21,1,41,9--21,16--23,30,35,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,external,30,20,4,uni,2--6,14--24,2,43,2--6,14--24,20,30,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,external,30,22.5,4,uni,3--8,12--22,2,45,3--8,12--22,22.5,30,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,external,30,40,4,uni,1--10,17--26,1,47,17--26,1--10,30,40,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,external,30,37.5,4,uni,7--19,15--25,1,49,15--25,7--19,30,37.5,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,external,30,30,4,uni,20--28,4--11,1,51,4--11,20--28,30,30,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,external,30,25,4,uni,18--27,9--21,1,53,9--21,18--27,30,25,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,external,30,35,4,uni,16--23,5--13,2,55,16--23,5--13,35,30,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,external,30,22.5,5,uni,3--8,5--13,2,57,3--8,5--13,22.5,30,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,external,30,25,5,uni,18--27,12--22,2,59,18--27,12--22,25,30,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,external,30,40,5,uni,1--10,4--11,1,61,4--11,1--10,30,40,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,external,30,30,5,uni,20--28,14--24,1,63,14--24,20--28,30,30,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,external,30,37.5,5,uni,7--19,15--25,1,65,15--25,7--19,30,37.5,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,external,30,35,5,uni,16--23,9--21,1,67,9--21,16--23,30,35,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,external,30,20,5,uni,2--6,17--26,1,69,17--26,2--6,30,20,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,internal,30,35,1,uni,3--8,5--13,2,2,3--8,5--13,35,30,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,internal,30,25,1,uni,1--10,4--11,2,4,1--10,4--11,25,30,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,internal,30,30,1,uni,2--6,17--26,2,6,2--6,17--26,30,30,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,internal,30,20,1,uni,16--23,14--24,1,8,14--24,16--23,30,20,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,internal,30,22.5,1,uni,7--19,9--21,2,10,7--19,9--21,22.5,30,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,internal,30,40,1,uni,20--28,15--25,1,12,15--25,20--28,30,40,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,internal,30,37.5,1,uni,18--27,12--22,2,14,18--27,12--22,37.5,30,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,internal,30,30,2,uni,2--6,17--26,1,16,17--26,2--6,30,30,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,internal,30,25,2,uni,1--10,9--21,2,18,1--10,9--21,25,30,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,internal,30,20,2,uni,16--23,12--22,2,20,16--23,12--22,20,30,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,internal,30,37.5,2,uni,18--27,4--11,2,22,18--27,4--11,37.5,30,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,internal,30,22.5,2,uni,7--19,15--25,1,24,15--25,7--19,30,22.5,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,internal,30,40,2,uni,20--28,14--24,1,26,14--24,20--28,30,40,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,internal,30,35,2,uni,3--8,5--13,1,28,5--13,3--8,30,35,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,internal,30,40,3,uni,20--28,17--26,2,30,20--28,17--26,40,30,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,internal,30,20,3,uni,16--23,12--22,1,32,12--22,16--23,30,20,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,internal,30,22.5,3,uni,7--19,4--11,1,34,4--11,7--19,30,22.5,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,internal,30,30,3,uni,2--6,9--21,1,36,9--21,2--6,30,30,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,internal,30,35,3,uni,3--8,14--24,1,38,14--24,3--8,30,35,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,internal,30,37.5,3,uni,18--27,15--25,1,40,15--25,18--27,30,37.5,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,internal,30,25,3,uni,1--10,5--13,2,42,1--10,5--13,25,30,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,internal,30,25,4,uni,1--10,5--13,2,44,1--10,5--13,25,30,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,internal,30,37.5,4,uni,18--27,12--22,2,46,18--27,12--22,37.5,30,0,30,0.8,0,1,0,0,NA,NA,NA
5,visual,internal,30,35,4,uni,3--8,17--26,2,48,3--8,17--26,35,30,0,30,0.8,0,1,0,0,NA,NA,NA
